District,Region,UDHS_Subregion,ITN_Net_Usage_2020_pct,Poor_Housing_2020_pct,Lack_Maternal_Education_2020_pct,ITN_Net_Usage_2021_pct,Poor_Housing_2021_pct,Lack_Maternal_Education_2021_pct,ITN_Net_Usage_2022_pct,Poor_Housing_2022_pct,Lack_Maternal_Education_2022_pct,ITN_Net_Usage_2023_pct,Poor_Housing_2023_pct,Lack_Maternal_Education_2023_pct,ITN_Net_Usage_2024_pct,Poor_Housing_2024_pct,Lack_Maternal_Education_2024_pct,Avg_ITN_Usage_pct,Avg_Poor_Housing_pct,Avg_Lack_Maternal_Education_pct,Data_Source
Bushenyi,Western,Ankole,48.4,23.1,11.1,53.6,21.9,10.5,50.3,21.2,7.9,50.2,21.8,9.2,41.3,18.5,8.4,48.8,21.3,9.4,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Hoima,Western,Bunyoro,58.3,37.3,8.7,63.7,37.1,6.1,54.7,35.5,8.4,50.5,34.2,5.5,50.7,31.9,6.8,55.6,35.2,7.1,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Ibanda,Western,Ankole,47.7,25.6,10.0,55.4,24.9,10.1,51.9,25.0,10.0,48.6,22.8,8.7,46.8,22.7,7.4,50.1,24.2,9.2,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Isingiro,Western,Ankole,48.7,24.7,8.6,53.9,23.4,8.1,51.0,22.3,6.1,49.5,20.3,4.6,45.6,21.7,4.1,49.7,22.5,6.3,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kabale,Western,Kigezi,49.5,27.0,6.2,50.0,26.1,6.1,48.8,25.0,3.8,44.0,26.1,4.1,41.1,23.9,4.9,46.7,25.6,5.0,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kabarole,Western,Tooro,54.0,30.6,14.9,56.5,28.7,13.8,56.4,27.1,13.0,48.7,26.0,11.4,48.8,26.9,11.2,52.9,27.9,12.9,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kagadi,Western,Bunyoro,56.0,32.0,9.1,63.5,32.2,6.9,56.7,31.2,6.5,54.8,29.1,6.0,50.8,28.5,5.4,56.4,30.6,6.8,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kakumiro,Western,Bunyoro,54.4,34.1,11.1,63.3,33.4,10.2,59.9,33.4,9.3,52.5,31.3,10.1,51.8,31.3,9.0,56.4,32.7,9.9,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kamwenge,Western,Tooro,52.7,32.5,9.1,58.2,32.1,9.5,54.8,29.4,9.6,51.6,28.1,6.8,47.6,27.3,6.2,53.0,29.9,8.2,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kanungu,Western,Kigezi,45.8,28.0,10.0,54.5,26.2,8.2,50.7,24.6,6.9,45.6,23.9,8.1,39.3,22.6,6.8,47.2,25.1,8.0,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kasese,Western,Tooro,49.8,28.1,10.3,57.3,28.0,11.4,54.8,26.1,9.6,51.7,23.7,9.1,44.0,24.0,7.8,51.5,26.0,9.6,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kazo,Western,Ankole,51.6,25.1,4.8,57.8,23.0,6.8,53.2,20.4,4.7,47.2,20.1,4.3,42.3,19.7,4.3,50.4,21.7,5.0,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kibaale,Western,Bunyoro,56.6,32.9,9.7,64.0,34.0,9.3,58.8,32.4,7.2,53.1,31.4,8.1,48.2,29.4,5.5,56.1,32.0,8.0,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kikuube,Western,Bunyoro,56.6,33.8,9.5,59.4,34.1,6.8,55.4,33.5,8.2,51.2,31.3,6.1,52.5,30.3,6.2,55.0,32.6,7.4,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kiruhura,Western,Ankole,51.6,22.9,4.8,55.7,23.3,6.3,50.1,22.3,6.0,48.7,20.2,5.1,42.9,20.6,3.0,49.8,21.9,5.0,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kiryandongo,Western,Bunyoro,57.4,35.5,8.7,61.4,35.5,9.1,58.6,34.2,8.4,56.2,35.0,7.2,47.3,33.3,6.5,56.2,34.7,8.0,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kisoro,Western,Kigezi,49.5,27.6,10.3,51.9,26.7,7.0,45.7,25.3,7.6,43.8,23.9,8.8,44.1,23.9,7.8,47.0,25.5,8.3,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kitagwenda,Western,Tooro,51.0,34.3,9.7,56.9,31.6,8.3,55.3,31.6,7.9,50.2,29.0,9.5,45.4,27.4,6.4,51.8,30.8,8.4,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kyegegwa,Western,Tooro,49.9,30.3,13.7,55.7,28.1,13.4,53.4,28.4,12.1,51.5,25.0,13.8,46.2,24.6,11.1,51.3,27.3,12.8,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Kyenjojo,Western,Tooro,52.0,32.0,10.8,55.2,31.7,11.5,56.4,29.6,12.7,50.9,30.5,10.7,46.4,28.8,9.5,52.2,30.5,11.0,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Masindi,Western,Bunyoro,57.6,35.1,12.0,63.5,36.2,11.0,58.8,33.6,9.5,55.0,33.4,9.3,46.7,32.3,8.5,56.3,34.1,10.1,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Mbarara,Western,Ankole,50.8,23.3,7.9,55.4,21.4,8.0,52.4,21.7,6.2,49.3,21.7,5.2,41.2,19.7,4.5,49.8,21.6,6.4,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Mitooma,Western,Ankole,48.5,27.7,5.0,56.4,25.2,4.3,48.3,26.0,6.5,49.0,22.8,3.7,43.2,23.7,4.6,49.1,25.1,4.8,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Ntoroko,Western,Tooro,51.3,31.7,10.0,60.4,32.1,8.3,51.9,28.5,7.8,51.4,27.6,7.9,44.8,28.3,8.1,52.0,29.6,8.4,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Ntungamo,Western,Ankole,47.1,26.0,10.8,52.8,27.4,9.3,52.3,24.2,8.0,48.6,24.1,7.3,42.0,22.9,7.8,48.6,24.9,8.6,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Rubanda,Western,Kigezi,48.6,27.4,7.9,53.6,28.4,8.4,46.9,26.5,8.8,45.0,25.9,7.2,44.1,24.9,5.6,47.6,26.6,7.6,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Rubirizi,Western,Ankole,50.7,22.8,8.6,57.3,22.8,7.3,49.7,20.5,7.5,45.3,20.2,5.7,43.6,19.3,6.4,49.3,21.1,7.1,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Rukiga,Western,Kigezi,48.3,27.6,8.6,50.6,24.5,7.6,45.9,25.0,7.5,46.8,22.1,6.9,40.4,22.4,6.7,46.4,24.3,7.5,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Rukungiri,Western,Kigezi,47.4,31.2,7.5,50.6,31.1,6.5,49.1,29.0,6.3,43.3,29.4,5.9,40.1,28.2,5.9,46.1,29.8,6.4,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Rwampara,Western,Ankole,47.3,26.4,8.3,53.0,25.0,7.9,51.2,25.1,7.5,47.9,23.8,7.1,44.9,20.7,5.0,48.9,24.2,7.2,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Sheema,Western,Ankole,47.0,24.1,6.7,52.5,22.3,5.9,50.2,21.2,5.7,46.9,22.9,5.8,43.7,20.3,5.4,48.1,22.2,5.9,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Arua City,Northern,West Nile,67.4,52.1,26.9,80.1,52.4,25.3,70.9,50.7,24.9,66.6,48.0,24.0,63.1,48.0,23.5,69.6,50.2,24.9,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Entebbe City,Central,South Central,53.4,16.7,3.4,60.3,15.5,3.2,52.5,13.7,2.5,48.3,12.4,1.5,49.2,12.0,0.5,52.7,14.1,2.2,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Fort Portal City,Western,Tooro,52.4,30.3,8.7,57.9,28.4,9.1,51.6,29.4,8.6,47.7,28.8,7.1,46.0,26.0,8.3,51.1,28.6,8.4,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Gulu City,Northern,Acholi,72.1,64.4,28.7,83.4,62.4,29.6,75.0,60.3,28.7,71.7,59.8,29.1,67.8,60.0,28.4,74.0,61.4,28.9,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Hoima City,Western,Bunyoro,54.0,37.1,6.9,59.3,35.0,7.7,55.8,35.0,5.9,55.5,34.0,6.4,50.0,31.7,3.9,54.9,34.6,6.2,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Jinja City,Eastern,Busoga,62.5,40.4,19.0,68.2,39.2,18.6,66.0,39.5,16.3,60.4,38.0,18.7,54.3,36.9,17.5,62.3,38.8,18.0,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Lira City,Northern,Lango,72.1,48.2,21.4,78.3,45.8,20.4,71.4,44.8,21.1,67.1,45.2,18.2,65.5,44.6,19.4,70.9,45.7,20.1,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Masaka City,Central,South Central,55.1,17.6,6.1,56.2,17.5,5.5,52.8,16.7,6.3,48.2,14.1,7.1,44.2,13.8,6.3,51.3,15.9,6.3,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Mbale City,Eastern,Bugisu,61.9,42.0,14.2,67.4,40.8,13.1,60.7,38.4,13.0,59.7,37.3,10.2,54.2,35.9,11.3,60.8,38.9,12.4,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
Mbarara City,Western,Ankole,46.5,23.6,9.9,56.1,22.5,8.8,51.4,20.4,7.3,48.1,21.8,8.5,42.5,20.2,6.4,48.9,21.7,8.2,"Sub-region baselines anchored to UBOS/UNICEF Uganda Annual Report 2024 (multidimensional poverty by sub-region), UBOS Adolescents & Youth in Uganda thematic report (female school non-attendance by sub-region, 2016), and UNIPH/UDHS ITN-use reporting patterns (2020-2021 mass LLIN campaign peak, post-campaign decline). District-level values within each sub-region are modeled/estimated, not individually surveyed."
