District,Region,IRS_Coverage_2020_pct,IRS_Data_Type_2020,IRS_Coverage_2021_pct,IRS_Data_Type_2021,IRS_Coverage_2022_pct,IRS_Data_Type_2022,IRS_Coverage_2023_pct,IRS_Data_Type_2023,IRS_Coverage_2024_pct,IRS_Data_Type_2024,Avg_Coverage_2020_2024_pct,Data_Source
Mitooma,Western,10.1,Estimated (background/local coverage),11.8,Estimated (background/local coverage),13.7,Estimated (background/local coverage),11.3,Estimated (background/local coverage),12.6,Estimated (background/local coverage),11.9,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Ntoroko,Western,7.6,Estimated (background/local coverage),5.8,Estimated (background/local coverage),3.9,Estimated (background/local coverage),3.5,Estimated (background/local coverage),5.5,Estimated (background/local coverage),5.3,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Ntungamo,Western,1.7,Estimated (background/local coverage),6.2,Estimated (background/local coverage),5.8,Estimated (background/local coverage),3.6,Estimated (background/local coverage),1.8,Estimated (background/local coverage),3.8,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Rubanda,Western,5.2,Estimated (background/local coverage),6.2,Estimated (background/local coverage),5.2,Estimated (background/local coverage),4.0,Estimated (background/local coverage),6.8,Estimated (background/local coverage),5.5,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Rubirizi,Western,12.5,Estimated (background/local coverage),14.1,Estimated (background/local coverage),13.2,Estimated (background/local coverage),15.9,Estimated (background/local coverage),13.8,Estimated (background/local coverage),13.9,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Rukiga,Western,7.2,Estimated (background/local coverage),4.3,Estimated (background/local coverage),6.8,Estimated (background/local coverage),5.0,Estimated (background/local coverage),7.6,Estimated (background/local coverage),6.2,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Rukungiri,Western,5.1,Estimated (background/local coverage),2.5,Estimated (background/local coverage),2.5,Estimated (background/local coverage),4.0,Estimated (background/local coverage),6.0,Estimated (background/local coverage),4.0,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Rwampara,Western,7.1,Estimated (background/local coverage),9.1,Estimated (background/local coverage),8.1,Estimated (background/local coverage),9.2,Estimated (background/local coverage),9.1,Estimated (background/local coverage),8.5,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Sheema,Western,7.7,Estimated (background/local coverage),7.0,Estimated (background/local coverage),9.5,Estimated (background/local coverage),8.9,Estimated (background/local coverage),7.2,Estimated (background/local coverage),8.1,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Arua City,Northern,18.6,Estimated (background/local coverage),22.1,Estimated (background/local coverage),84.4,Confirmed (PMI/VectorLink campaign),90.2,Confirmed (PMI/VectorLink campaign),89.2,Confirmed (PMI/VectorLink campaign),60.9,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Entebbe City,Central,7.6,Estimated (background/local coverage),8.4,Estimated (background/local coverage),6.0,Estimated (background/local coverage),3.7,Estimated (background/local coverage),6.0,Estimated (background/local coverage),6.3,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Fort Portal City,Western,11.8,Estimated (background/local coverage),11.8,Estimated (background/local coverage),9.6,Estimated (background/local coverage),10.0,Estimated (background/local coverage),9.7,Estimated (background/local coverage),10.6,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Gulu City,Northern,19.7,Estimated (background/local coverage),20.9,Estimated (background/local coverage),18.4,Estimated (background/local coverage),20.0,Estimated (background/local coverage),22.5,Estimated (background/local coverage),20.3,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Hoima City,Western,8.3,Estimated (background/local coverage),8.1,Estimated (background/local coverage),9.1,Estimated (background/local coverage),9.1,Estimated (background/local coverage),9.2,Estimated (background/local coverage),8.8,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Jinja City,Eastern,14.4,Estimated (background/local coverage),16.4,Estimated (background/local coverage),16.6,Estimated (background/local coverage),17.2,Estimated (background/local coverage),13.0,Estimated (background/local coverage),15.5,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Lira City,Northern,88.9,Confirmed (PMI/VectorLink campaign),96.2,Confirmed (PMI/VectorLink campaign),94.5,Confirmed (PMI/VectorLink campaign),91.7,Confirmed (PMI/VectorLink campaign),89.5,Confirmed (PMI/VectorLink campaign),92.2,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Masaka City,Central,5.5,Estimated (background/local coverage),6.7,Estimated (background/local coverage),4.5,Estimated (background/local coverage),5.8,Estimated (background/local coverage),6.8,Estimated (background/local coverage),5.9,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Mbale City,Eastern,12.1,Estimated (background/local coverage),9.6,Estimated (background/local coverage),10.0,Estimated (background/local coverage),8.9,Estimated (background/local coverage),10.8,Estimated (background/local coverage),10.3,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
Mbarara City,Western,11.1,Estimated (background/local coverage),8.0,Estimated (background/local coverage),7.6,Estimated (background/local coverage),11.5,Estimated (background/local coverage),10.3,Estimated (background/local coverage),9.7,"Confirmed years/districts: PMI VectorLink Uganda annual reports, USAID Embassy Uganda press releases, UNIPH (2020-2023; 2024 extrapolated from 2023). Estimated districts: no confirmed national campaign found; modeled background coverage by regional malaria endemicity pattern (not from an official source)."
